transaction_id,date,ministry,vendor_id,vendor_name,category,amount,payment_terms_days,procurement_method,contract_description,_planted_pattern
T-00218,2024-12-13,Ministry of Public Works,V-002,Rivera Transport,Construction,6500,60,Simplified,roof refurbishment — Q4 — west wing,
T-00219,2024-06-25,Ministry of Health,V-194,Orion Digital,Office supplies,7100,14,Simplified,desk and shelving — Q4 — west wing,
T-00220,2024-07-04,Ministry of Education,V-137,Apex Care,Medical equipment,183100,14,Limited tender,surgical instruments — Q3 — east wing,
T-00221,2025-10-26,Ministry of Digital Affairs,V-010,Cascade Solutions,Office supplies,27800,30,Open tender,stationery resupply — Q1 — north wing,
T-00222,2025-12-20,Ministry of Transport,V-003,Indigo Tech,IT services,12900,60,Open tender,endpoint refresh — framework lot A,
T-00223,2024-03-23,Ministry of Justice,V-165,Lumen Cargo,Transport,24600,60,Limited tender,logistics services — phase 1,
T-00224,2025-03-15,Ministry of Digital Affairs,V-050,Vertex Supplies,Office supplies,10400,45,Limited tender,stationery resupply — Q3 — east wing,
T-00225,2025-09-22,Ministry of Education,V-004,Ivory Logistics,Transport,24600,30,Open tender,fuel supply — annual contract,
T-00226,2024-01-22,Ministry of Education,V-110,Zenith Stationery,Office supplies,7000,30,Simplified,ergonomic chairs batch — framework lot A,
T-00227,2025-06-01,Ministry of Transport,V-083,Delta Consulting,IT services,9700,30,Simplified,endpoint refresh — phase 1,
T-00228,2024-04-18,Ministry of Digital Affairs,V-150,Helios Contracting,Construction,61700,30,Open tender,site preparation — Q1 — north wing,
T-00229,2024-02-14,Ministry of Justice,V-171,Fortis MedTech,Medical equipment,43600,30,Limited tender,ICU monitors — Q2 — south wing,
T-00230,2024-05-06,Ministry of Education,V-164,Apex Diagnostics,Medical equipment,11200,30,Limited tender,diagnostic kits — framework lot A,
T-00231,2025-02-08,Ministry of Digital Affairs,V-040,Legacy Trading,Office supplies,6300,30,Open tender,desk and shelving — framework lot A,
T-00232,2025-12-26,Ministry of Education,V-194,Orion Digital,IT services,27200,30,Open tender,support contract — Q2 — south wing,
T-00233,2025-01-26,Ministry of Justice,V-135,Nexus Stationery,Office supplies,6800,14,Simplified,paper and toner order — Q1 — north wing,
T-00234,2024-11-22,Ministry of Education,V-141,Pioneer Partners,Consulting,10700,30,Limited tender,risk assessment — framework lot B,
T-00235,2024-01-14,Ministry of Health,V-114,Evergreen Works,Construction,69700,30,Open tender,facade works — framework lot A,
T-00236,2024-07-04,Ministry of Health,V-015,Granite Partners,Consulting,37000,30,Limited tender,transformation programme — framework lot A,
T-00237,2025-05-10,Ministry of Health,V-173,Pioneer Contracting,Construction,66800,30,Open tender,site preparation — Q2 — south wing,
T-00238,2025-06-08,Ministry of Health,V-012,Bluefin Freight,Transport,13300,30,Open tender,fleet maintenance — framework lot A,
T-00239,2025-12-19,Ministry of Digital Affairs,V-009,Ivory Movers,Transport,17600,30,Limited tender,logistics services — phase 2,
T-00240,2024-09-19,Ministry of Health,V-098,Delta Solutions,IT services,16900,30,Simplified,support contract — Q3 — east wing,
T-00241,2024-10-15,Ministry of Public Works,V-168,Legacy Group,Consulting,11600,90,Limited tender,transformation programme — Q3 — east wing,
T-00242,2024-07-12,Ministry of Public Works,V-187,Keystone Strategy,IT services,10800,90,Open tender,support contract — annual contract,
T-00243,2024-05-10,Ministry of Education,V-137,Apex Care,Medical equipment,12800,30,Limited tender,ICU monitors — Q4 — west wing,
T-00244,2025-04-17,Ministry of Justice,V-186,Bluefin Group,Consulting,18400,30,Limited tender,strategy advisory — Q4 — west wing,
T-00245,2025-01-25,Ministry of Digital Affairs,V-053,Lumen Care,Medical equipment,108300,30,Open tender,MRI maintenance — Q4 — west wing,
T-00246,2025-09-24,Ministry of Health,V-190,Cascade Consulting,Consulting,8200,30,Simplified,process review — framework lot B,
T-00247,2024-11-11,Ministry of Justice,V-075,Citadel Contracting,Construction,177100,30,Limited tender,facade works — phase 2,
T-00248,2025-06-27,Ministry of Education,V-061,Fortis Medical,Medical equipment,201700,30,Open tender,surgical instruments — phase 1,
T-00249,2025-11-11,Ministry of Education,V-071,BetaTech Distributors,Office supplies,22600,60,Simplified,printer cartridges — framework lot B,
T-00250,2025-02-21,Ministry of Public Works,V-127,Citadel Supplies,Office supplies,8600,30,Simplified,desk and shelving — phase 2,
T-00251,2025-01-03,Ministry of Justice,V-179,Pioneer Advisory,Consulting,35500,30,Limited tender,compliance audit — Q4 — west wing,
T-00252,2024-12-07,Ministry of Health,V-058,Forge Supplies,Office supplies,6800,60,Simplified,desk and shelving — annual contract,
T-00253,2024-04-29,Ministry of Education,V-107,Legacy Cargo,Transport,14900,30,Limited tender,vehicle leasing — Q2 — south wing,
T-00254,2025-06-15,Ministry of Education,V-116,Westwind Tech,IT services,45900,45,Limited tender,cloud migration — phase 1,
T-00255,2024-06-27,Ministry of Education,V-097,Meridian Software,IT services,25700,60,Open tender,support contract — framework lot B,
T-00256,2025-12-14,Ministry of Health,V-056,Keystone Distributors,Office supplies,11900,30,Open tender,ergonomic chairs batch — Q4 — west wing,
T-00257,2024-05-15,Ministry of Education,V-190,Cascade Consulting,Consulting,12000,30,Simplified,transformation programme — Q4 — west wing,
T-00258,2025-05-07,Ministry of Public Works,V-102,Mosaic Construction,Construction,63000,45,Open tender,roof refurbishment — framework lot B,
T-00259,2024-12-28,Ministry of Public Works,V-167,Summit Stationery,Office supplies,6600,30,Simplified,printer cartridges — Q2 — south wing,
T-00260,2025-03-24,Ministry of Transport,V-185,Mosaic MedTech,Medical equipment,33100,60,Open tender,ICU monitors — annual contract,
T-00261,2025-12-19,Ministry of Transport,V-012,Bluefin Freight,Transport,6200,30,Simplified,delivery contract — annual contract,
T-00262,2024-06-11,Ministry of Education,V-076,Glacier Builders,Construction,150300,30,Open tender,roof refurbishment — framework lot B,
T-00263,2025-02-08,Ministry of Digital Affairs,V-168,Legacy Group,Office supplies,6800,60,Simplified,printer cartridges — framework lot A,
T-00264,2025-03-03,Ministry of Justice,V-044,Juno Builders,Construction,126000,30,Open tender,roof refurbishment — Q3 — east wing,
T-00265,2024-05-31,Ministry of Health,V-139,Lumen Digital,Consulting,6200,60,Simplified,strategy advisory — Q1 — north wing,
T-00266,2025-06-15,Ministry of Education,V-106,Fortis Diagnostics,Medical equipment,29600,14,Open tender,MRI maintenance — Q4 — west wing,
T-00267,2024-03-14,Ministry of Justice,V-130,Helios Construction,Construction,18600,30,Limited tender,roof refurbishment — framework lot A,
T-00268,2024-02-14,Ministry of Justice,V-005,Bluefin Medical,Medical equipment,51900,14,Open tender,ICU monitors — framework lot B,
T-00269,2025-02-23,Ministry of Education,V-074,Delta Transport,Transport,32500,30,Open tender,fleet maintenance — Q2 — south wing,
T-00270,2025-10-01,Ministry of Transport,V-135,Nexus Stationery,Office supplies,9600,30,Simplified,stationery resupply — annual contract,
T-00271,2024-08-28,Ministry of Digital Affairs,V-021,Evergreen Logistics,Transport,11400,30,Limited tender,fuel supply — phase 1,
T-00272,2025-01-13,Ministry of Digital Affairs,V-176,Northbound Consulting,Consulting,16000,90,Limited tender,strategy advisory — Q2 — south wing,
T-00273,2024-09-21,Ministry of Health,V-104,Kelvin Builders,Construction,39800,14,Limited tender,site preparation — Q2 — south wing,
T-00274,2024-04-06,Ministry of Health,V-128,Indigo Office Group,Office supplies,9100,30,Simplified,desk and shelving — Q1 — north wing,
T-00275,2024-04-17,Ministry of Public Works,V-059,Xenon Contracting,Construction,215900,60,Limited tender,structural repairs — Q1 — north wing,
T-00276,2024-04-29,Ministry of Digital Affairs,V-020,Kelvin Stationery,Office supplies,6200,30,Simplified,paper and toner order — Q3 — east wing,
T-00277,2024-04-24,Ministry of Digital Affairs,V-081,Granite Engineering,Construction,106900,30,Open tender,roof refurbishment — Q2 — south wing,
T-00278,2025-11-01,Ministry of Public Works,V-077,Forge Stationery,Office supplies,9400,60,Simplified,desk and shelving — phase 2,
T-00279,2025-01-21,Ministry of Digital Affairs,V-099,Delta Cargo,Transport,18600,90,Limited tender,fleet maintenance — framework lot B,
T-00280,2024-09-28,Ministry of Health,V-191,Summit Transport,Construction,69200,30,Open tender,structural repairs — annual contract,
T-00281,2024-12-08,Ministry of Public Works,V-199,BetaTech Care,Medical equipment,55800,45,Open tender,surgical instruments — Q4 — west wing,
T-00282,2025-07-02,Ministry of Justice,V-092,Ember Advisory,Consulting,11000,30,Limited tender,compliance audit — Q2 — south wing,
T-00283,2024-11-16,Ministry of Health,V-198,Apex Digital,IT services,29900,45,Open tender,endpoint refresh — Q3 — east wing,
T-00284,2024-07-24,Ministry of Transport,V-098,Delta Solutions,IT services,9000,45,Simplified,endpoint refresh — Q2 — south wing,
T-00285,2024-07-24,Ministry of Transport,V-024,Rivera Strategy,Consulting,34400,30,Limited tender,strategy advisory — Q3 — east wing,
T-00286,2025-07-29,Ministry of Public Works,V-023,Orion Construction,Construction,38000,30,Limited tender,office renovation — Q1 — north wing,
T-00287,2025-04-07,Ministry of Transport,V-023,Orion Construction,Construction,85400,30,Open tender,roof refurbishment — Q1 — north wing,
T-00288,2024-12-11,Ministry of Justice,V-075,Citadel Contracting,Construction,19200,45,Open tender,site preparation — framework lot B,
T-00289,2025-05-10,Ministry of Transport,V-044,Juno Builders,Construction,60300,30,Open tender,roof refurbishment — Q3 — east wing,
T-00290,2025-01-23,Ministry of Health,V-017,Drift Works,Construction,13900,30,Limited tender,structural repairs — phase 1,
T-00291,2024-09-24,Ministry of Public Works,V-064,Ember Cargo,Transport,48200,30,Limited tender,fleet maintenance — Q3 — east wing,
T-00292,2024-04-19,Ministry of Public Works,V-078,Indigo Care,Medical equipment,49900,60,Limited tender,ICU monitors — framework lot A,
T-00293,2025-06-10,Ministry of Justice,V-086,Ivory Digital,IT services,29900,30,Open tender,ERP rollout — phase 1,
T-00294,2024-10-21,Ministry of Education,V-083,Delta Consulting,Consulting,17300,30,Open tender,compliance audit — phase 2,
T-00295,2024-09-07,Ministry of Education,V-075,Citadel Contracting,Construction,86700,90,Open tender,structural repairs — annual contract,
T-00296,2024-08-10,Ministry of Justice,V-072,Orion Care,Medical equipment,49300,30,Limited tender,diagnostic kits — framework lot B,
T-00297,2025-11-17,Ministry of Public Works,V-047,Drift Care,Medical equipment,133000,90,Open tender,diagnostic kits — framework lot A,
T-00298,2025-09-21,Ministry of Public Works,V-075,Citadel Contracting,Construction,19600,60,Limited tender,roof refurbishment — Q3 — east wing,
T-00299,2025-07-13,Ministry of Public Works,V-163,Zenith Office Group,Office supplies,5500,30,Simplified,printer cartridges — Q2 — south wing,
T-00300,2025-06-26,Ministry of Digital Affairs,V-115,Glacier Software,Office supplies,8400,30,Simplified,printer cartridges — framework lot B,
T-00301,2025-06-28,Ministry of Justice,V-010,Cascade Solutions,IT services,20100,60,Limited tender,support contract — Q2 — south wing,
T-00302,2024-10-19,Ministry of Digital Affairs,V-028,Keystone Care,Medical equipment,93100,30,Open tender,imaging consumables — Q1 — north wing,
T-00303,2025-10-01,Ministry of Public Works,V-145,Orion Stationery,Consulting,12500,30,Simplified,strategy advisory — Q1 — north wing,
T-00304,2025-09-11,Ministry of Justice,V-026,Westwind Stationery,Office supplies,11700,30,Limited tender,desk and shelving — Q4 — west wing,
T-00305,2025-09-16,Ministry of Digital Affairs,V-115,Glacier Software,IT services,58600,30,Open tender,support contract — Q3 — east wing,
T-00306,2025-08-17,Ministry of Health,V-089,Cascade Works,Office supplies,7100,30,Simplified,paper and toner order — Q3 — east wing,
T-00307,2025-12-29,Ministry of Public Works,V-090,Delta Works,Construction,30200,30,Limited tender,structural repairs — framework lot A,
T-00308,2025-07-12,Ministry of Transport,V-025,Xenon Transport,Transport,104400,30,Open tender,fleet maintenance — Q2 — south wing,
T-00309,2025-03-19,Ministry of Education,V-006,Fortis Builders,Construction,184400,30,Open tender,site preparation — framework lot B,
T-00310,2025-04-16,Ministry of Public Works,V-045,Bluefin Cargo,Transport,16200,30,Limited tender,fuel supply — annual contract,
T-00311,2025-02-21,Ministry of Health,V-162,Trident Diagnostics,Medical equipment,31600,30,Open tender,imaging consumables — Q4 — west wing,
T-00312,2024-04-08,Ministry of Education,V-116,Westwind Tech,IT services,11400,45,Limited tender,endpoint refresh — Q2 — south wing,
T-00313,2025-09-05,Ministry of Transport,V-148,Westwind Distributors,Office supplies,5800,30,Limited tender,ergonomic chairs batch — framework lot A,
T-00314,2024-11-25,Ministry of Digital Affairs,V-030,Yara Partners,Consulting,15400,30,Open tender,risk assessment — annual contract,
T-00315,2025-12-30,Ministry of Public Works,V-157,Bluefin Logistics,Transport,17700,30,Limited tender,delivery contract — Q3 — east wing,
T-00316,2024-07-30,Ministry of Health,V-173,Pioneer Contracting,Construction,28900,30,Limited tender,site preparation — phase 2,
T-00317,2024-03-22,Ministry of Education,V-031,Junction Transport,Transport,13100,30,Limited tender,delivery contract — annual contract,
T-00318,2025-01-05,Ministry of Public Works,V-108,Unity MedTech,Medical equipment,28300,30,Limited tender,imaging consumables — Q3 — east wing,
T-00319,2025-12-26,Ministry of Public Works,V-143,Ember Builders,Construction,100300,30,Open tender,facade works — Q1 — north wing,
T-00320,2025-06-16,Ministry of Justice,V-092,Ember Advisory,Office supplies,20000,60,Limited tender,desk and shelving — framework lot A,
T-00321,2024-05-09,Ministry of Public Works,V-105,Mosaic Medical,Medical equipment,100400,60,Open tender,diagnostic kits — Q2 — south wing,
T-00322,2024-11-06,Ministry of Transport,V-145,Orion Stationery,Office supplies,9500,30,Simplified,ergonomic chairs batch — framework lot B,
T-00323,2025-08-31,Ministry of Public Works,V-074,Delta Transport,Transport,25900,45,Limited tender,delivery contract — framework lot B,
